task,difficulty,negativeControl,experiment,condition,repetition,acceptance,editRounds,editRejections,modelMs,inputTokens,outputTokens,trialAttempt,servingProviders,modelFailure
"ttl-cache","medium","true","review","baseline","1","passed","1","0","2353","870","208","1","BaseTen; Parasail","false"
"ttl-cache","medium","true","editing","native","1","passed","1","0","3505","441","210","1","Parasail","false"
"ttl-cache","medium","true","review","skill","1","passed","1","0","6663","1423","653","1","Parasail; BaseTen","false"
"ttl-cache","medium","true","editing","anchored","1","passed","1","0","6738","588","388","1","Parasail","false"
"inflight-invalidation","hard","false","review","skill","1","passed","1","0","11173","2083","944","1","BaseTen; Parasail","false"
"inflight-invalidation","hard","false","editing","anchored","1","passed","2","1","130040","2183","10706","2","BaseTen; Parasail","false"
"inflight-invalidation","hard","false","review","baseline","1","passed","1","0","9109","1680","992","1","BaseTen","false"
"inflight-invalidation","hard","false","editing","native","1","passed","1","0","8239","698","1567","1","BaseTen","false"
"once-reentrancy","medium","false","review","baseline","1","failed","1","0","4074","1182","536","1","BaseTen","false"
"once-reentrancy","medium","false","editing","native","1","passed","1","0","33596","516","1214","1","Parasail","false"
"once-reentrancy","medium","false","review","skill","1","passed","1","0","48138","1811","1104","1","Parasail; BaseTen","false"
"once-reentrancy","medium","false","editing","anchored","1","failed","1","0","7211","716","715","1","BaseTen","false"
"bounded-map","hard","false","review","skill","1","passed","1","0","7346","1849","1282","1","BaseTen","false"
"bounded-map","hard","false","editing","anchored","1","passed","1","0","12152","505","668","1","Parasail","false"
"bounded-map","hard","false","review","baseline","1","failed","1","0","18964","1278","1090","1","BaseTen; Parasail","false"
"bounded-map","hard","false","editing","native","1","failed","1","0","10386","415","685","1","Parasail","false"
"abort-retry","hard","false","review","baseline","1","passed","1","0","12797","1438","1281","1","Parasail","false"
"abort-retry","hard","false","editing","native","1","failed","1","0","3374","438","378","1","BaseTen","false"
"abort-retry","hard","false","review","skill","1","failed","1","0","15498","1786","1518","1","Parasail; BaseTen","false"
"abort-retry","hard","false","editing","anchored","1","failed","1","0","8728","547","584","1","Parasail","false"
"transaction-rollback","hard","false","review","skill","1","passed","1","0","11300","2222","902","1","BaseTen; Parasail","false"
"transaction-rollback","hard","false","editing","anchored","1","passed","1","0","3306","969","488","1","BaseTen","false"
"transaction-rollback","hard","false","review","baseline","1","passed","1","0","9573","1774","1017","1","Parasail; BaseTen","false"
"transaction-rollback","hard","false","editing","native","1","passed","1","0","10214","687","645","1","Parasail","false"
"schema-migration","medium","false","review","baseline","1","passed","1","0","11292","1262","1237","1","Parasail","false"
"schema-migration","medium","false","editing","native","1","failed","1","0","4422","389","419","1","Parasail","false"
"schema-migration","medium","false","review","skill","1","passed","1","0","13141","1779","1171","1","Parasail","false"
"schema-migration","medium","false","editing","anchored","1","passed","1","0","7778","437","566","1","Parasail","false"
"canonical-key","medium","false","review","skill","1","passed","1","0","13359","1686","1094","1","Parasail","false"
"canonical-key","medium","false","editing","anchored","1","passed","1","0","5401","483","848","1","BaseTen","false"
"canonical-key","medium","false","review","baseline","1","failed","1","0","17331","1332","1001","1","Parasail","false"
"canonical-key","medium","false","editing","native","1","passed","1","0","6139","400","380","1","Parasail","false"
"pagination-merge","medium","false","review","baseline","1","passed","1","0","8760","1368","1016","1","BaseTen; Parasail","false"
"pagination-merge","medium","false","editing","native","1","passed","1","0","5538","523","584","1","Parasail","false"
"pagination-merge","medium","false","review","skill","1","passed","1","0","11190","1895","807","1","Parasail","false"
"pagination-merge","medium","false","editing","anchored","1","passed","1","0","7421","678","739","1","Parasail","false"
"archive-boundary","medium","false","review","skill","1","passed","1","0","9276","1813","1080","1","Parasail; BaseTen","false"
"archive-boundary","medium","false","editing","anchored","1","passed","1","0","8006","436","378","1","Parasail","false"
"archive-boundary","medium","false","review","baseline","1","passed","1","0","14339","1279","1378","1","Parasail; BaseTen","false"
"archive-boundary","medium","false","editing","native","1","failed","1","0","2602","390","363","1","BaseTen","false"
"stream-lines","hard","false","review","baseline","1","failed","1","0","33353","1450","2723","1","Parasail","false"
"stream-lines","hard","false","editing","native","1","passed","1","0","28993","472","1668","1","Parasail","false"
"stream-lines","hard","false","review","skill","1","passed","1","0","16583","1915","1633","1","BaseTen; Parasail","false"
"stream-lines","hard","false","editing","anchored","1","passed","1","0","6972","598","567","1","Parasail","false"
"tenant-cache","hard","false","review","skill","1","passed","2","1","16317","3723","1630","1","Parasail; BaseTen","false"
"tenant-cache","hard","false","editing","anchored","1","failed","1","0","14748","870","1462","1","Parasail","false"
"tenant-cache","hard","false","review","baseline","1","passed","1","0","21053","1834","1388","1","Parasail","false"
"tenant-cache","hard","false","editing","native","1","passed","1","0","6952","666","702","1","Parasail","false"
"public-hooks","medium","true","review","baseline","1","passed","1","0","3642","873","213","1","Parasail","false"
"public-hooks","medium","true","editing","native","1","passed","1","0","1708","443","135","1","Parasail","false"
"public-hooks","medium","true","review","skill","1","passed","1","0","5060","1426","253","1","Parasail","false"
"public-hooks","medium","true","editing","anchored","1","passed","1","0","3069","581","162","1","Parasail","false"
"lazy-iterator","hard","false","review","skill","1","failed","1","0","6684","1492","485","1","Parasail","false"
"lazy-iterator","hard","false","editing","anchored","1","failed","1","0","10489","633","554","1","Parasail","false"
"lazy-iterator","hard","false","review","baseline","1","failed","1","0","10311","939","472","1","Parasail","false"
"lazy-iterator","hard","false","editing","native","1","failed","1","0","2599","476","177","1","Parasail","false"
"browser-search-race","hard","false","review","baseline","1","passed","1","0","12815","1621","952","1","Parasail; BaseTen","false"
"browser-search-race","hard","false","editing","native","1","failed","1","0","6107","643","631","1","Parasail","false"
"browser-search-race","hard","false","review","skill","1","passed","1","0","7582","2264","936","1","Parasail; BaseTen","false"
"browser-search-race","hard","false","editing","anchored","1","passed","1","0","3766","910","428","1","BaseTen","false"
"browser-storage-failure","medium","false","review","skill","1","passed","1","0","10897","2110","920","1","Parasail","false"
"browser-storage-failure","medium","false","editing","anchored","1","passed","1","0","10456","873","293","1","Parasail","false"
"browser-storage-failure","medium","false","review","baseline","1","passed","1","0","20948","1636","742","1","Parasail","false"
"browser-storage-failure","medium","false","editing","native","1","passed","1","0","5880","629","377","1","Parasail","false"
"repo-output-streams","hard","false","review","baseline","1","passed","1","0","14096","11038","645","1","Parasail","false"
"repo-output-streams","hard","false","editing","native","1","passed","1","0","3294","5409","380","1","Parasail","false"
"repo-output-streams","hard","false","review","skill","1","passed","1","0","39571","11679","912","1","Parasail","false"
"repo-output-streams","hard","false","editing","anchored","1","passed","1","0","9110","11526","326","1","Parasail","false"
"repo-slot-admission","hard","false","review","skill","1","passed","1","0","13915","11667","1222","1","BaseTen","false"
"repo-slot-admission","hard","false","editing","anchored","1","passed","1","0","1914","11534","271","1","BaseTen","false"
"repo-slot-admission","hard","false","review","baseline","1","passed","1","0","7374","11030","456","1","BaseTen; Parasail","false"
"repo-slot-admission","hard","false","editing","native","1","passed","1","0","3159","5414","292","1","BaseTen","false"
"repo-receipt-freshness","hard","false","review","baseline","1","passed","1","0","43835","17300","694","1","Parasail; Reka","false"
"repo-receipt-freshness","hard","false","editing","native","1","passed","1","0","7249","8559","279","1","Parasail","false"
"repo-receipt-freshness","hard","false","review","skill","1","passed","1","0","15496","18182","1076","1","Parasail","false"
"repo-receipt-freshness","hard","false","editing","anchored","1","passed","1","0","6279","18417","238","1","Parasail","false"
"repo-command-redaction","hard","false","review","skill","1","passed","1","0","7879","3437","953","1","BaseTen","false"
"repo-command-redaction","hard","false","editing","anchored","1","passed","1","0","4066","2364","427","1","BaseTen","false"
"repo-command-redaction","hard","false","review","baseline","1","passed","1","0","7239","2890","908","1","BaseTen","false"
"repo-command-redaction","hard","false","editing","native","1","passed","1","0","3175","1310","391","1","BaseTen","false"
"page-boundary","easy","false","review","skill","2","passed","1","0","6479","1412","715","1","BaseTen","false"
"page-boundary","easy","false","editing","anchored","2","passed","1","0","1758","389","253","1","BaseTen","false"
"page-boundary","easy","false","review","baseline","2","passed","1","0","9882","787","640","1","BaseTen; Parasail","false"
"page-boundary","easy","false","editing","native","2","passed","1","0","3696","327","203","1","BaseTen","false"
"explicit-zero","easy","false","review","baseline","2","passed","1","0","3062","745","308","1","Parasail; BaseTen","false"
"explicit-zero","easy","false","editing","native","2","passed","1","0","1384","319","134","1","Parasail","false"
"explicit-zero","easy","false","review","skill","2","passed","1","0","2660","1319","298","1","BaseTen; Parasail","false"
"explicit-zero","easy","false","editing","anchored","2","passed","1","0","18256","367","195","1","Parasail","false"
"caller-migration","medium","false","review","skill","2","passed","1","0","5168","1901","712","1","BaseTen; Parasail","false"
"caller-migration","medium","false","editing","anchored","2","passed","1","0","4850","676","301","1","Parasail","false"
"caller-migration","medium","false","review","baseline","2","passed","1","0","4897","1250","476","1","BaseTen; Parasail","false"
"caller-migration","medium","false","editing","native","2","passed","1","0","4108","528","154","1","Parasail","false"
"path-boundary","easy","false","review","baseline","2","passed","1","0","9486","761","336","1","Parasail","false"
"path-boundary","easy","false","editing","native","2","passed","1","0","5325","319","145","1","Parasail","false"
"path-boundary","easy","false","review","skill","2","passed","1","0","5543","1344","390","1","Parasail; BaseTen","false"
"path-boundary","easy","false","editing","anchored","2","passed","1","0","4317","352","223","1","Parasail","false"
"stale-check","medium","false","review","skill","2","passed","1","0","6089","1638","649","1","BaseTen; Parasail","false"
"stale-check","medium","false","editing","anchored","2","passed","1","0","3975","555","427","1","Parasail","false"
"stale-check","medium","false","review","baseline","2","passed","1","0","12227","1084","1056","1","Parasail; BaseTen","false"
"stale-check","medium","false","editing","native","2","passed","1","0","2380","457","216","1","Parasail","false"
"browser-persistence","medium","false","review","baseline","2","passed","1","0","9957","1219","667","1","Parasail; BaseTen","false"
"browser-persistence","medium","false","editing","native","2","passed","1","0","2901","505","220","1","Parasail","false"
"browser-persistence","medium","false","review","skill","2","passed","1","0","5364","1681","483","1","Parasail; BaseTen","false"
"browser-persistence","medium","false","editing","anchored","2","passed","1","0","2033","688","303","1","Parasail","false"
"existing-reuse","easy","false","review","skill","2","passed","1","0","4587","1698","326","1","Parasail; BaseTen","false"
"existing-reuse","easy","false","editing","anchored","2","failed","2","1","4304","1352","336","1","Parasail; BaseTen","false"
"existing-reuse","easy","false","review","baseline","2","passed","1","0","3007","1096","229","1","Parasail","false"
"existing-reuse","easy","false","editing","native","2","passed","1","0","1337","511","115","1","Parasail","false"
"intentional-interface","easy","true","review","baseline","2","passed","1","0","2158","823","80","1","Parasail","false"
"intentional-interface","easy","true","editing","native","2","passed","1","0","1299","419","62","1","BaseTen","false"
"intentional-interface","easy","true","review","skill","2","passed","1","0","2716","1376","142","1","Parasail","false"
"intentional-interface","easy","true","editing","anchored","2","passed","1","0","1775","571","74","1","Parasail","false"
"unicode-tail","easy","false","review","skill","2","passed","1","0","5982","1301","450","1","Parasail; BaseTen","false"
"unicode-tail","easy","false","editing","anchored","2","passed","1","0","4939","377","391","1","Parasail","false"
"unicode-tail","easy","false","review","baseline","2","failed","1","0","4787","922","540","1","Parasail","false"
"unicode-tail","easy","false","editing","native","2","passed","1","0","4075","333","369","1","Parasail","false"
"stable-sort","easy","false","review","baseline","2","passed","1","0","3136","728","177","1","Parasail","false"
"stable-sort","easy","false","editing","native","2","passed","1","0","1202","330","94","1","Parasail","false"
"stable-sort","easy","false","review","skill","2","passed","1","0","4153","1318","279","1","BaseTen; Parasail","false"
"stable-sort","easy","false","editing","anchored","2","passed","1","0","2213","372","125","1","Parasail","false"
"csv-record","medium","false","review","skill","2","passed","1","0","5047","1432","702","1","Parasail; BaseTen","false"
"csv-record","medium","false","editing","anchored","2","failed","1","0","5208","385","542","1","Parasail","false"
"csv-record","medium","false","review","baseline","2","passed","1","0","7306","822","650","1","Parasail","false"
"csv-record","medium","false","editing","native","2","failed","1","0","4056","352","506","1","Parasail","false"
"config-precedence","easy","true","review","baseline","2","passed","1","0","4015","744","231","1","Parasail; BaseTen","false"
"config-precedence","easy","true","editing","native","2","passed","1","0","1639","378","133","1","Parasail","false"
"config-precedence","easy","true","review","skill","2","passed","1","0","2521","1296","250","1","Parasail","false"
"config-precedence","easy","true","editing","anchored","2","passed","1","0","5367","438","360","1","BaseTen","false"
"ttl-cache","medium","true","review","skill","2","passed","1","0","5915","1423","524","1","Parasail; BaseTen","false"
"ttl-cache","medium","true","editing","anchored","2","passed","1","0","4448","588","551","1","Parasail","false"
"ttl-cache","medium","true","review","baseline","2","passed","1","0","2271","871","257","1","BaseTen","false"
"ttl-cache","medium","true","editing","native","2","passed","1","0","1491","442","267","1","BaseTen","false"
"inflight-invalidation","hard","false","review","baseline","2","passed","1","0","7597","1696","866","1","Parasail; BaseTen","false"
"inflight-invalidation","hard","false","editing","native","2","failed","1","0","3497","698","656","1","BaseTen","false"
"inflight-invalidation","hard","false","review","skill","2","passed","1","0","9500","2232","961","1","BaseTen; Parasail","false"
"inflight-invalidation","hard","false","editing","anchored","2","failed","1","0","5001","979","543","1","Parasail","false"
"once-reentrancy","medium","false","review","skill","2","failed","1","0","16295","1970","1739","1","BaseTen; Parasail","false"
"once-reentrancy","medium","false","editing","anchored","2","passed","1","0","5469","715","687","1","Parasail","false"
"once-reentrancy","medium","false","review","baseline","2","failed","1","0","11300","1188","992","1","Parasail; BaseTen","false"
"once-reentrancy","medium","false","editing","native","2","passed","1","0","5283","516","858","1","Parasail","false"
"bounded-map","hard","false","review","baseline","2","passed","1","0","8042","1220","993","1","Parasail; BaseTen","false"
"bounded-map","hard","false","editing","native","2","passed","1","0","4641","415","469","1","Parasail","false"
"bounded-map","hard","false","review","skill","2","failed","1","0","11214","1819","1318","1","Parasail","false"
"bounded-map","hard","false","editing","anchored","2","passed","1","0","6482","505","649","1","Parasail","false"
"abort-retry","hard","false","review","skill","2","passed","1","0","9379","1931","1158","1","BaseTen; Parasail","false"
"abort-retry","hard","false","editing","anchored","2","failed","1","0","3771","547","424","1","Parasail","false"
"abort-retry","hard","false","review","baseline","2","failed","1","0","6463","1231","811","1","BaseTen; Parasail","false"
"abort-retry","hard","false","editing","native","2","failed","1","0","3242","438","612","1","BaseTen","false"
"transaction-rollback","hard","false","review","baseline","2","passed","1","0","7483","1796","1045","1","BaseTen; Parasail","false"
"transaction-rollback","hard","false","editing","native","2","passed","1","0","4185","687","841","1","Parasail","false"
"transaction-rollback","hard","false","review","skill","2","failed","1","0","9658","2305","1645","1","BaseTen; Parasail","false"
"transaction-rollback","hard","false","editing","anchored","2","passed","1","0","3896","968","548","1","Parasail","false"
"schema-migration","medium","false","review","skill","2","passed","1","0","6564","1825","927","1","Parasail","false"
"schema-migration","medium","false","editing","anchored","2","passed","1","0","5090","437","548","1","Parasail","false"
"schema-migration","medium","false","review","baseline","2","failed","1","0","8097","1297","1114","1","Parasail","false"
"schema-migration","medium","false","editing","native","2","passed","1","0","4257","389","715","1","Parasail","false"
"canonical-key","medium","false","review","baseline","2","passed","1","0","7175","1210","1032","1","Parasail; BaseTen","false"
"canonical-key","medium","false","editing","native","2","passed","1","0","4453","400","479","1","Parasail","false"
"canonical-key","medium","false","review","skill","2","passed","1","0","9370","1719","1481","1","Parasail; BaseTen","false"
"canonical-key","medium","false","editing","anchored","2","passed","1","0","6303","482","522","1","Parasail","false"
"pagination-merge","medium","false","review","skill","2","failed","1","0","3095","1681","459","1","Parasail; BaseTen","false"
"pagination-merge","medium","false","editing","anchored","2","passed","2","1","11198","1476","1660","1","Parasail","false"
"pagination-merge","medium","false","review","baseline","2","passed","1","0","7285","1359","991","1","BaseTen; Parasail","false"
"pagination-merge","medium","false","editing","native","2","passed","1","0","1810","524","341","1","BaseTen","false"
"archive-boundary","medium","false","review","baseline","2","passed","1","0","10576","1304","1282","1","Parasail; BaseTen","false"
"archive-boundary","medium","false","editing","native","2","passed","1","0","5913","389","625","1","Parasail","false"
"archive-boundary","medium","false","review","skill","2","passed","1","0","7127","1727","981","1","Parasail","false"
"archive-boundary","medium","false","editing","anchored","2","passed","1","0","10465","436","760","1","Parasail","false"
"stream-lines","hard","false","review","skill","2","failed","1","0","20687","2024","2191","1","Parasail","false"
"stream-lines","hard","false","editing","anchored","2","passed","1","0","5128","599","766","1","BaseTen","false"
"stream-lines","hard","false","review","baseline","2","passed","1","0","12493","1379","1610","1","Parasail","false"
"stream-lines","hard","false","editing","native","2","passed","1","0","5693","473","1095","1","BaseTen","false"
"tenant-cache","hard","false","review","baseline","2","passed","1","0","19524","1953","1618","1","Parasail","false"
"tenant-cache","hard","false","editing","native","2","passed","1","0","5910","667","913","1","BaseTen","false"
"tenant-cache","hard","false","review","skill","2","failed","1","0","12269","2478","1321","1","Parasail","false"
"tenant-cache","hard","false","editing","anchored","2","passed","1","0","6009","871","754","1","BaseTen","false"
"public-hooks","medium","true","review","skill","2","passed","1","0","3057","1426","313","1","Parasail","false"
"public-hooks","medium","true","editing","anchored","2","passed","1","0","2254","581","170","1","Parasail","false"
"public-hooks","medium","true","review","baseline","2","passed","1","0","4657","873","182","1","Parasail","false"
"public-hooks","medium","true","editing","native","2","passed","1","0","2152","443","157","1","Parasail","false"
"lazy-iterator","hard","false","review","baseline","2","failed","1","0","6114","939","471","1","Parasail","false"
"lazy-iterator","hard","false","editing","native","2","failed","1","0","2704","476","174","1","Parasail","false"
"lazy-iterator","hard","false","review","skill","2","failed","1","0","12898","1493","549","1","BaseTen; Parasail","false"
"lazy-iterator","hard","false","editing","anchored","2","failed","1","0","4639","633","334","1","Parasail","false"
"browser-search-race","hard","false","review","skill","2","passed","1","0","7394","2372","1163","1","Parasail; BaseTen","false"
"browser-search-race","hard","false","editing","anchored","2","passed","1","0","3084","910","436","1","BaseTen","false"
"browser-search-race","hard","false","review","baseline","2","passed","1","0","9757","1703","1122","1","Parasail; BaseTen","false"
"browser-search-race","hard","false","editing","native","2","passed","1","0","3903","643","618","1","Parasail","false"
"browser-storage-failure","medium","false","review","baseline","2","passed","1","0","6242","1440","524","1","Parasail; BaseTen","false"
"browser-storage-failure","medium","false","editing","native","2","passed","1","0","1172","630","235","1","BaseTen","false"
"browser-storage-failure","medium","false","review","skill","2","passed","1","0","9688","2201","1003","1","BaseTen; Parasail","false"
"browser-storage-failure","medium","false","editing","anchored","2","passed","1","0","2105","873","254","1","Parasail","false"
"repo-output-streams","hard","false","review","skill","2","passed","1","0","8173","11579","971","1","BaseTen; Parasail","false"
"repo-output-streams","hard","false","editing","anchored","2","passed","1","0","1895","11527","203","1","BaseTen","false"
"repo-output-streams","hard","false","review","baseline","2","passed","1","0","6639","11042","753","1","BaseTen; Parasail","false"
"repo-output-streams","hard","false","editing","native","2","passed","1","0","4038","5409","355","1","Parasail","false"
"repo-slot-admission","hard","false","review","baseline","2","passed","1","0","4707","10978","450","1","Parasail; BaseTen","false"
"repo-slot-admission","hard","false","editing","native","2","passed","1","0","1941","5413","293","1","Parasail","false"
"repo-slot-admission","hard","false","review","skill","2","passed","1","0","6745","11608","712","1","BaseTen; Parasail","false"
"repo-slot-admission","hard","false","editing","anchored","2","passed","1","0","3915","11533","345","1","Parasail","false"
"repo-receipt-freshness","hard","false","review","skill","2","passed","1","0","5277","18015","736","1","Parasail","false"
"repo-receipt-freshness","hard","false","editing","anchored","2","passed","2","1","92966","36943","7790","1","Parasail","false"
"repo-receipt-freshness","hard","false","review","baseline","2","passed","1","0","13072","17403","587","1","Parasail","false"
"repo-receipt-freshness","hard","false","editing","native","2","passed","1","0","3376","8559","254","1","Parasail","false"
"repo-command-redaction","hard","false","review","baseline","2","passed","1","0","8982","2984","977","1","BaseTen; Parasail","false"
"repo-command-redaction","hard","false","editing","native","2","passed","1","0","11639","1309","637","1","Parasail","false"
"repo-command-redaction","hard","false","review","skill","2","passed","1","0","9005","3445","1166","1","Parasail; BaseTen","false"
"repo-command-redaction","hard","false","editing","anchored","2","passed","2","1","7992","4747","698","1","Parasail","false"
"page-boundary","easy","false","review","baseline","3","passed","1","0","2856","732","300","1","Parasail","false"
"page-boundary","easy","false","editing","native","3","passed","1","0","1596","326","264","1","Parasail","false"
"page-boundary","easy","false","review","skill","3","passed","1","0","3821","1326","590","1","Parasail","false"
"page-boundary","easy","false","editing","anchored","3","passed","1","0","1370","388","195","1","Parasail","false"
"explicit-zero","easy","false","review","skill","3","passed","1","0","2232","1292","306","1","Parasail","false"
"explicit-zero","easy","false","editing","anchored","3","passed","1","0","1414","367","172","1","Parasail","false"
"explicit-zero","easy","false","review","baseline","3","passed","1","0","3180","756","270","1","Parasail","false"
"explicit-zero","easy","false","editing","native","3","passed","1","0","1346","319","144","1","Parasail","false"
"caller-migration","medium","false","review","baseline","3","passed","1","0","2771","1240","371","1","Parasail","false"
"caller-migration","medium","false","editing","native","3","passed","1","0","1419","528","266","1","Parasail","false"
"caller-migration","medium","false","review","skill","3","passed","1","0","4266","1923","701","1","Parasail","false"
"caller-migration","medium","false","editing","anchored","3","passed","1","0","1852","676","300","1","Parasail","false"
"path-boundary","easy","false","review","skill","3","passed","1","0","2939","1289","318","1","Parasail","false"
"path-boundary","easy","false","editing","anchored","3","passed","1","0","1481","352","186","1","Parasail","false"
"path-boundary","easy","false","review","baseline","3","passed","1","0","3187","774","362","1","BaseTen; Parasail","false"
"path-boundary","easy","false","editing","native","3","passed","1","0","14548","313","171","1","Morph","false"
"stale-check","medium","false","review","baseline","3","passed","1","0","19637","1068","2022","1","Parasail","false"
"stale-check","medium","false","editing","native","3","passed","1","0","1628","458","316","1","BaseTen","false"
"stale-check","medium","false","review","skill","3","passed","1","0","5245","1723","679","1","Parasail","false"
"stale-check","medium","false","editing","anchored","3","passed","1","0","2702","555","385","1","Parasail","false"
"browser-persistence","medium","false","review","skill","3","passed","1","0","3560","1803","686","1","Parasail","false"
"browser-persistence","medium","false","editing","anchored","3","passed","1","0","2085","688","270","1","Parasail","false"
"browser-persistence","medium","false","review","baseline","3","passed","1","0","6439","1263","604","1","Parasail","false"
"browser-persistence","medium","false","editing","native","3","passed","1","0","2266","505","289","1","Parasail","false"
"existing-reuse","easy","false","review","baseline","3","passed","1","0","3995","1162","310","3","BaseTen","false"
"existing-reuse","easy","false","editing","native","3","passed","1","0","1299","511","124","1","Parasail","false"
"existing-reuse","easy","false","review","skill","3","passed","1","0","2584","1661","320","1","Parasail","false"
"existing-reuse","easy","false","editing","anchored","3","failed","1","0","2299","650","148","1","Parasail","false"
"intentional-interface","easy","true","review","skill","3","passed","1","0","1497","1376","106","1","Parasail","false"
"intentional-interface","easy","true","editing","anchored","3","passed","1","0","1577","571","98","1","Parasail","false"
"intentional-interface","easy","true","review","baseline","3","passed","1","0","1564","823","80","1","Parasail","false"
"intentional-interface","easy","true","editing","native","3","passed","1","0","728","418","11","1","Parasail","false"
"unicode-tail","easy","false","review","baseline","3","passed","1","0","5733","874","929","1","Parasail","false"
"unicode-tail","easy","false","editing","native","3","passed","1","0","2840","333","313","1","Parasail","false"
"unicode-tail","easy","false","review","skill","3","passed","1","0","5478","1647","1133","1","Parasail","false"
"unicode-tail","easy","false","editing","anchored","3","passed","1","0","3494","377","362","1","Parasail","false"
"stable-sort","easy","false","review","skill","3","passed","1","0","1982","1309","292","1","Parasail","false"
"stable-sort","easy","false","editing","anchored","3","passed","1","0","1348","372","132","1","Parasail","false"
"stable-sort","easy","false","review","baseline","3","passed","1","0","1986","729","159","1","BaseTen; Parasail","false"
